Name, Wrongly classified, |M|, time partition, time greedy partition, Agents
50-instance-37, 0, 23, 0.811, 0.388
50-instance-38, 4, 21, 0.724, 0.206, 2, 8, 19, 25
50-instance-39, 2, 24, 0.366, 0.115, 35, 37
50-instance-40, 1, 8, 0.075, 0.02, 44
50-instance-41, 1, 22, 0.848, 0.354, 41
50-instance-42, 6, 18, 1.783, 0.245, 3, 6, 17, 37, 40, 47
50-instance-43, 0, 19, 0.299, 0.183
50-instance-44, 1, 17, 1.354, 0.426, 8
50-instance-45, 0, 11, 0.639, 0.23
50-instance-46, 1, 13, 0.291, 0.095, 6
50-instance-47, 0, 13, 1.305, 0.285
50-instance-48, 1, 35, 0.517, 0.44, 42
50-instance-49, 2, 21, 0.566, 0.24, 6, 16
50-instance-50, 0, 9, 0.14, 0.037
60-instance-1, 0, 17, 0.144, 0.142
60-instance-2, 1, 31, 0.88, 0.625, 6
60-instance-3, 3, 30, 1.094, 0.348, 30, 31, 37
60-instance-4, 4, 31, 0.909, 0.546, 9, 23, 45, 48
60-instance-5, 4, 15, 0.728, 0.167, 2, 4, 35, 53
60-instance-6, 8, 42, 0.995, 0.56, 0, 6, 8, 11, 25, 30, 44, 55
60-instance-7, 1, 22, 1.138, 0.319, 14
60-instance-8, 4, 45, 0.582, 0.591, 2, 3, 28, 43
60-instance-9, 0, 25, 0.396, 0.193
60-instance-10, 1, 24, 0.789, 0.341, 11
60-instance-11, 2, 32, 0.756, 0.374, 6, 9
60-instance-12, 3, 25, 0.891, 0.317, 4, 32, 44
60-instance-13, 1, 36, 0.731, 0.457, 57
60-instance-14, 1, 20, 0.701, 0.266, 47
60-instance-15, 4, 41, 1.207, 0.785, 0, 5, 35, 56
60-instance-16, 1, 11, 1.256, 0.298, 30
60-instance-17, 4, 23, 0.686, 0.25, 9, 35, 38, 50
60-instance-18, 0, 34, 1.191, 0.659
60-instance-19, 1, 30, 0.445, 0.271, 33
60-instance-20, 1, 26, 1.468, 0.473, 53
60-instance-21, 0, 32, 1.359, 0.729
60-instance-22, 3, 20, 0.386, 0.121, 25, 34, 36
60-instance-23, 3, 14, 1.46, 0.204, 9, 55, 57
60-instance-24, 3, 39, 1.024, 0.738, 5, 29, 43
60-instance-25, 1, 26, 1.689, 0.511, 24
60-instance-26, 0, 28, 0.659, 0.539
60-instance-27, 0, 24, 0.832, 0.4
60-instance-28, 0, 27, 1.367, 0.526
60-instance-29, 3, 27, 1.353, 0.362, 15, 41, 43
60-instance-30, 1, 41, 0.987, 0.687, 7
60-instance-31, 0, 35, 1.192, 0.943
60-instance-32, 0, 29, 0.93, 0.437
60-instance-33, 0, 16, 0.772, 0.197
60-instance-34, 0, 32, 0.42, 0.237
60-instance-35, 7, 20, 0.384, 0.141, 0, 3, 10, 22, 31, 45, 54
60-instance-36, 1, 35, 0.966, 0.581, 7
60-instance-37, 0, 35, 1.099, 0.631
60-instance-38, 1, 30, 0.876, 0.473, 4
60-instance-39, 3, 31, 0.775, 0.519, 11, 32, 38
60-instance-40, 2, 31, 1.05, 0.466, 18, 47
60-instance-41, 1, 23, 0.54, 0.167, 3
60-instance-42, 6, 8, 0.464, 0.006, 4, 19, 23, 30, 43, 54
60-instance-43, 0, 33, 0.432, 0.27
60-instance-44, 2, 29, 0.999, 0.409, 6, 57
60-instance-45, 0, 23, 1.852, 0.605
60-instance-46, 1, 24, 0.842, 0.414, 51
60-instance-47, 1, 16, 0.431, 0.098, 28
60-instance-48, 0, 30, 1.183, 0.457
60-instance-49, 6, 36, 1.107, 0.508, 0, 18, 21, 34, 37, 45
60-instance-50, 0, 22, 0.755, 0.335
70-instance-1, 0, 32, 0.857, 0.243
70-instance-2, 2, 37, 1.146, 0.625, 1, 40
70-instance-3, 1, 40, 1.328, 0.547, 13
70-instance-4, 0, 28, 1.514, 0.625
70-instance-5, 4, 30, 1.786, 0.465, 16, 54, 59, 61
70-instance-6, 2, 34, 1.939, 0.859, 6, 11
70-instance-7, 3, 33, 0.851, 0.347, 14, 46, 49
70-instance-8, 1, 24, 0.402, 0.207, 4
70-instance-9, 6, 43, 1.248, 0.55, 0, 20, 30, 44, 55, 60
70-instance-10, 6, 35, 1.264, 0.524, 8, 13, 27, 30, 42, 54
70-instance-11, 0, 21, 1.288, 0.481
70-instance-12, 3, 31, 1.918, 0.596, 32, 45, 68
70-instance-13, 2, 30, 1.064, 0.518, 30, 62
70-instance-14, 3, 18, 1.29, 0.231, 32, 36, 67
70-instance-15, 2, 45, 0.897, 0.727, 30, 65
70-instance-16, 3, 23, 1.379, 0.35, 10, 56, 57
70-instance-17, 3, 20, 0.943, 0.285, 21, 36, 67
70-instance-18, 1, 38, 1.165, 0.882, 30
70-instance-19, 0, 28, 1.323, 0.423
70-instance-20, 0, 9, 1.424, 0.198
70-instance-21, 4, 27, 0.896, 0.413, 0, 29, 57, 58
70-instance-22, 0, 26, 0.872, 0.369
70-instance-23, 2, 20, 1.524, 0.594, 42, 58
70-instance-24, 2, 35, 1.788, 0.81, 13, 45
70-instance-25, 1, 34, 1.841, 0.826, 12
70-instance-26, 0, 37, 0.507, 0.273
70-instance-27, 0, 32, 1.612, 0.697
70-instance-28, 0, 24, 2.359, 0.651
70-instance-29, 1, 26, 2.64, 0.596, 35
