Name, n, |M|, XMAX
TT_20_0.50_3, 20, 7, 0,0,-49,-4,-6,0,-25,0,-11,0,-21,-1,0,0,0,-6,-17,0,0,-28,
TT_20_0.50_4, 20, 15, -13,-4,0,-4,-7,-21,0,-3,-17,-6,0,0,-32,0,-1,0,-40,-54,-7,0,
TT_20_0.50_5, 20, 9, 0,0,0,-2,-2,0,0,0,-4,-1,0,-68,0,-4,0,0,-59,-34,-12,-17,
TT_20_0.50_6, 20, 9, -29,0,0,-14,-19,0,-32,0,0,0,0,0,0,-1,0,0,0,-62,0,-6,
TT_20_0.50_7, 20, 6, 0,-43,-5,-3,-11,-3,0,0,0,0,-33,0,-3,-29,0,0,-73,-56,-40,-3,
TT_20_0.50_8, 20, 7, 0,0,0,0,-11,0,0,-4,-29,-45,0,-2,-90,-5,0,-32,-1,-72,-3,-20,
TT_20_0.50_9, 20, 6, -7,0,-3,-3,0,-1,0,0,-3,-1,-11,0,-71,-68,0,0,-21,0,-45,0,
TT_20_0.50_10, 20, 8, 0,-43,0,0,-4,0,-2,0,0,0,0,0,0,-69,-21,-42,0,0,-45,-31,
TT_20_0.50_11, 20, 7, 0,-41,0,0,0,-5,-35,0,-3,0,0,0,-40,0,-38,0,0,-56,0,0,
TT_20_0.50_12, 20, 8, -32,-22,0,0,0,0,0,0,-11,-6,0,-1,-33,-34,-17,0,-12,-7,-63,0,
TT_20_0.50_13, 20, 10, -10,0,-73,-63,0,0,0,-38,0,0,-13,-36,-7,-2,0,-24,0,0,0,-14,
TT_20_0.50_14, 20, 5, 0,0,0,0,0,-17,0,-49,0,-3,-1,-49,0,-3,0,-25,0,-73,-55,-4,
TT_20_0.50_15, 20, 11, 0,0,-21,-7,0,0,-7,-6,0,-2,0,-23,-49,-2,-53,0,0,-58,-32,0,
TT_20_0.50_16, 20, 7, -3,-6,0,-20,0,-3,-5,-47,0,0,0,-40,-40,0,-60,0,0,0,0,0,
TT_20_0.50_17, 20, 13, 0,-5,-4,-69,-7,-77,0,-10,0,0,-77,-10,0,0,-11,0,0,-49,0,0,
TT_20_0.50_18, 20, 8, 0,0,0,-10,0,-62,-64,-48,0,0,-3,-22,0,0,-2,-5,-2,0,-4,0,
TT_20_0.50_19, 20, 7, -48,-10,0,-26,0,-1,0,-40,0,-3,0,0,0,0,0,-5,0,0,-33,-21,
TT_20_0.50_20, 20, 8, -3,-26,-77,0,-2,0,0,0,0,0,-89,-28,0,0,0,-62,-22,0,0,0,
TT_20_0.50_21, 20, 6, 0,0,0,-44,-8,-53,0,0,0,-1,-3,0,0,-36,-48,0,-3,0,0,-40,
TT_20_0.50_22, 20, 6, 0,-44,-10,0,-9,0,0,0,-28,0,0,0,0,0,-2,0,-19,0,-11,-22,
TT_20_0.50_23, 20, 6, 0,0,-7,0,-72,-70,-59,0,-7,0,-3,0,0,0,-21,-1,0,-6,-13,-5,
TT_20_0.50_24, 20, 7, -2,-16,-62,-57,0,0,-72,-38,-1,0,0,0,-2,-6,-38,0,0,-2,0,-1,
TT_20_0.50_25, 20, 9, 0,-10,-3,0,0,-1,-64,0,-91,0,0,-22,-58,0,-3,0,-47,0,0,0,
TT_20_0.50_26, 20, 8, 0,-27,-3,-8,-23,0,0,0,0,0,-6,-2,0,-49,0,0,-64,-30,0,0,
TT_20_0.50_27, 20, 8, -55,-5,0,0,-6,0,-31,-19,-14,0,0,-15,-2,0,-63,-3,0,-8,0,0,
TT_20_0.50_28, 20, 9, 0,0,0,-1,-1,0,-101,0,0,0,0,-33,-35,0,0,-11,-29,-42,0,0,
TT_20_0.50_29, 20, 14, 0,-5,-3,-17,-54,-84,0,0,0,0,0,-48,0,0,-9,-18,-73,-26,0,-80,
TT_20_0.50_30, 20, 7, -21,-13,-7,0,0,-68,0,-10,0,-51,-60,0,0,-5,0,0,-3,0,0,-69,
TT_20_0.50_31, 20, 6, -11,-5,0,0,-32,-10,-3,0,0,0,-70,-1,0,-2,-3,0,0,0,-23,0,
TT_20_0.50_32, 20, 9, -57,0,0,0,-38,0,-70,0,0,-63,0,0,-6,0,-1,0,0,0,0,0,
TT_20_0.50_33, 20, 8, -47,0,-37,-46,0,-33,0,0,0,0,-38,0,-1,0,-4,0,0,0,-4,0,
