Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.50_10, 25, 9, 0.816,68.731,19.025,51,7,0.456742,0.459064,0.407895,7.27322,7.55556,1,
TT_25_0.50_11, 25, 6, 0.818,19.052,4.446,51,4,0.5,0.5,0.5,7.55953,9,1,
TT_25_0.50_12, 25, 14, 0.292,7.351,2.577,51,8,0.5,0.5,0.5,3.11331,3.71429,0.5,
TT_25_0.50_13, 25, 10, 0.603,10.125,5.491,51,8,0.508578,0.516707,0.4,9.17516,14.7,1,
TT_25_0.50_14, 25, 9, 0.796,17.296,5.689,51,4,0.464159,0.466667,0.4,3.82256,4.88889,1,
TT_25_0.50_15, 25, 10, 2.083,129.941,36.207,51,9,0.50248,0.502482,0.5,8.35818,10.1,1,
TT_25_0.50_16, 25, 9, 0.548,13.604,5.604,51,7,0.493506,0.49359,0.480769,7.29247,9.11111,0.961538,
TT_25_0.50_17, 25, 10, 1.352,14.957,4.755,51,8,0.5,0.5,0.5,12.2975,16.7,1,
TT_25_0.50_18, 25, 17, 1.102,32.892,18.554,51,9,0.416229,0.423597,0.298851,3.55286,8.35294,0.298851,
TT_25_0.50_19, 25, 10, 0.361,19.187,3.434,51,4,0.5,0.5,0.5,1.51095,2.2,0.5,
TT_30_0.05_0, 30, 28, 1.063,35.102,17.953,61,21,0.501454,0.501464,0.5,7.4914,10.0714,0.5,
TT_30_0.05_1, 30, 26, 0.232,15.887,11.296,61,19,0.489591,0.490385,0.416667,5.5137,7.84615,0.5,
TT_30_0.05_2, 30, 23, 0.177,14.443,8.88,61,16,0.5,0.5,0.5,7.38712,7.73913,1,
TT_30_0.05_3, 30, 28, 0.169,13.947,11.196,61,20,0.476654,0.478571,0.4,5.6029,7.28571,0.8,
TT_30_0.05_4, 30, 28, 0.336,25.154,16.418,61,21,0.459368,0.466338,0.310345,6.69007,8.71429,1,
TT_30_0.05_5, 30, 23, 0.283,17.101,7.519,61,17,0.5,0.5,0.5,7.41732,9.43478,1,
TT_30_0.05_6, 30, 26, 0.388,33.97,17.631,61,21,0.5,0.5,0.5,13.4321,15.8846,1,
TT_30_0.05_7, 30, 27, 0.266,18.965,10.584,61,21,0.477974,0.481481,0.333333,6.27679,10.7037,0.333333,
TT_30_0.05_8, 30, 27, 0.489,15.982,10.393,61,19,0.5,0.5,0.5,5.12226,7.44444,0.5,
TT_30_0.05_9, 30, 25, 0.137,10.243,6.394,61,19,0.5,0.5,0.5,5.24872,6.92,0.5,
TT_30_0.05_10, 30, 25, 1.301,34.284,21.49,61,19,0.486789,0.488,0.4,7.67601,11.56,0.4,
TT_30_0.05_11, 30, 26, 0.212,14.868,10.624,61,19,0.487291,0.488462,0.4,6.19981,8.26923,1,
TT_30_0.05_12, 30, 23, 0.533,17.413,10.187,61,18,0.486774,0.487578,0.428571,7.6958,10.6087,1,
TT_30_0.05_13, 30, 23, 0.544,29.732,12.345,61,19,0.5,0.5,0.5,12.6897,15.0435,1,
TT_30_0.05_14, 30, 23, 0.665,13.991,6.529,61,17,0.510348,0.51087,0.5,5.92743,8.17391,0.5625,
TT_30_0.05_15, 30, 25, 1.346,33.031,22.461,61,19,0.486789,0.488,0.4,6.52261,9.48,0.4,
TT_30_0.05_16, 30, 26, 0.319,29.893,15.996,61,19,0.485395,0.486264,0.428571,6.43648,9.5,1,
TT_30_0.05_17, 30, 23, 0.183,14.295,9.56,61,17,0.5,0.5,0.5,7.38199,8.21739,1,
TT_30_0.05_18, 30, 28, 0.2,13.593,9.595,61,18,0.488188,0.489286,0.4,4.07468,5.71429,0.4,
TT_30_0.05_19, 30, 26, 0.251,18.796,13.805,61,19,0.5,0.5,0.5,7.04889,9.88462,0.5,
TT_30_0.25_0, 30, 20, 0.622,27.66,14.135,61,15,0.488571,0.489286,0.428571,7.09982,9.25,0.857143,
TT_30_0.25_1, 30, 16, 2.035,95.018,21.864,61,12,0.5,0.5,0.5,9.06901,10.9375,1,
TT_30_0.25_2, 30, 20, 1.529,39.087,13.396,61,15,0.5,0.5,0.5,8.28371,12.65,0.5,
TT_30_0.25_3, 30, 21, 0.356,22.737,11.409,61,16,0.471935,0.473205,0.407407,6.66206,9.57143,0.452514,
TT_30_0.25_4, 30, 21, 1.142,23.884,11.888,61,16,0.474567,0.477495,0.375,6.27596,7.47619,0.375,
TT_30_0.25_5, 30, 16, 0.193,9.332,4.153,61,12,0.490011,0.490434,0.44898,8.3359,10.1875,1,
TT_30_0.25_6, 30, 18, 0.475,27.597,13.945,61,14,0.492547,0.49269,0.473684,8.97388,11.5,1,
TT_30_0.25_7, 30, 20, 0.352,29.491,8.987,61,14,0.506569,0.506818,0.5,4.78705,6.9,0.5,
TT_30_0.25_8, 30, 16, 1.255,99.456,22.222,61,13,0.517351,0.517857,0.5,13.379,14.5,1,
TT_30_0.25_9, 30, 20, 3.439,427.755,115.318,61,15,0.451694,0.454593,0.368421,5.68783,7.9,1,
TT_30_0.25_10, 30, 18, 0.554,26.638,8.986,61,14,0.5,0.5,0.5,10.2885,14,1,
TT_30_0.25_11, 30, 24, 0.528,16.166,6.749,61,17,0.502169,0.502193,0.5,5.06629,6.875,0.5,
TT_30_0.25_12, 30, 17, 1.377,243.954,66.277,61,12,0.47525,0.477941,0.375,5.13539,7.29412,0.75,
TT_30_0.25_13, 30, 19, 0.347,16.282,5.356,61,14,0.5,0.5,0.5,7.46916,12,0.5,
TT_30_0.25_14, 30, 20, 1.119,37.09,14.047,61,14,0.522477,0.524038,0.5,4.64099,7.5,0.5,
TT_30_0.25_15, 30, 15, 2.41,121.839,23.929,61,11,0.50868,0.508889,0.5,11.8402,12.9333,1,
TT_30_0.25_16, 30, 22, 0.263,25.668,16.719,61,15,0.464465,0.469697,0.333333,3.94856,5.68182,0.333333,
TT_30_0.25_17, 30, 22, 1.794,72.917,34.692,61,18,0.5,0.5,0.5,16.1106,21,1,
TT_30_0.25_18, 30, 19, 1.829,176.983,174.884,61,16,0.503084,0.505953,0.4,10.7492,18.3158,0.4,
TT_30_0.25_19, 30, 20, 2.059,148.622,36.251,61,15,0.487067,0.487719,0.438596,7.48754,8.8,0.438596,
TT_30_0.50_0, 30, 11, 0.507,9.114,2.565,61,8,0.5,0.5,0.5,6.30424,8.27273,1,
TT_30_0.50_1, 30, 19, 1.614,43.317,16.291,61,12,0.504921,0.505013,0.5,5.35441,7,0.52381,
TT_30_0.50_2, 30, 10, 2.056,97.341,14.99,61,7,0.5,0.5,0.5,7.98195,8.7,1,
TT_30_0.50_3, 30, 12, 0.216,9.902,2.732,61,8,0.5,0.5,0.5,8.01771,11.6667,1,
TT_30_0.50_4, 30, 7, 0.183,9.765,1.898,61,6,0.5,0.5,0.5,11.8707,12,1,
TT_30_0.50_5, 30, 10, 1.549,74.351,16.256,61,8,0.387298,0.4,0.3,5.41628,6.1,1,
TT_30_0.50_6, 30, 20, 3.257,102.086,25.309,61,12,0.474705,0.47963,0.333333,3.54214,4.75,0.333333,
TT_30_0.50_7, 30, 13, 0.316,10.227,3.488,61,9,0.492901,0.492981,0.481752,5.33227,7.92308,0.5,
TT_30_0.50_8, 30, 14, 2.572,83.155,35.208,61,9,0.476654,0.478571,0.4,4.33072,6.78571,0.5,
TT_30_0.50_9, 30, 14, 0.943,24.355,7.967,61,8,0.483754,0.484694,0.428571,3.4815,4.28571,1,
TT_30_0.50_10, 30, 9, 1.904,49.141,9.896,61,6,0.5,0.5,0.5,6.93087,8.66667,1,
TT_30_0.50_11, 30, 12, 1.572,21.152,5.293,61,7,0.5,0.5,0.5,3.40972,4.91667,0.5,
TT_30_0.50_12, 30, 12, 0.553,19.44,4.574,61,9,0.5,0.5,0.5,7.36398,12.6667,1,
TT_30_0.50_13, 30, 11, 3.269,1053.21,59.249,61,8,0.5,0.5,0.5,7.58452,10.1818,1,
TT_30_0.50_14, 30, 14, 3.051,111.266,23.499,61,11,0.533065,0.534158,0.5,15.9603,25.4286,0.5,
TT_30_0.50_15, 30, 11, 1.871,33.109,7.322,61,8,0.5,0.5,0.5,6.75149,8.90909,1,
TT_30_0.50_16, 30, 11, 4.647,349.767,40.69,61,8,0.483983,0.48429,0.465438,9.21671,16.3636,0.465438,
TT_30_0.50_17, 30, 14, 0.79,18.249,8.318,61,9,0.476654,0.478571,0.4,2.90173,3.64286,1,
TT_30_0.50_18, 30, 12, 1.533,37.711,7.653,61,8,0.5,0.5,0.5,8.14325,10.0833,1,
TT_30_0.50_19, 30, 13, 2.973,67.666,16.607,61,7,0.5,0.5,0.5,5.20248,7.38462,0.5,
