Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.05_31, 15, 9, 0.05,2.038,0.142,31,5,0.499999,0.5,0.49807,5.16683,5.66667,1,
TT_15_0.05_32, 15, 15, 0.036,1.533,0.098,31,9,0.498929,0.5,0.449946,4.79719,5.93333,0.9256,
TT_15_0.05_33, 15, 13, 0.035,1.167,0.068,31,8,0.49997,0.5,0.486957,2.27359,3.07692,0.486957,
TT_15_0.05_34, 15, 12, 0.047,1.622,0.135,31,7,0.498019,0.5,0.411818,3.27896,3.5,1,
TT_15_0.05_35, 15, 9, 0.042,1.691,0.086,31,5,0.544288,0.549015,0.450526,3.77713,3.88889,1,
TT_15_0.05_36, 15, 5, 0.041,1.563,0.167,31,4,0.499998,0.5,0.497778,5.866,6,1,
TT_15_0.05_37, 15, 12, 0.061,2.255,0.13,31,9,0.499983,0.5,0.490909,7.37352,9,1,
TT_15_0.05_38, 15, 11, 0.039,1.056,0.079,31,6,0.499993,0.5,0.494857,2.47762,3.27273,0.494857,
TT_15_0.05_39, 15, 9, 0.055,2.058,0.148,31,7,0.49999,0.5,0.495,7.41802,11.2222,1,
TT_15_0.05_40, 15, 10, 0.042,1.641,0.126,31,4,0.478992,0.5,0.304,2.5552,3.2,0.608,
TT_15_0.05_41, 15, 12, 0.056,2.314,0.12,31,8,0.526515,0.534859,0.458182,5.73694,7.08333,1,
TT_15_0.05_42, 15, 8, 0.054,1.727,0.105,31,6,0.499996,0.5,0.496508,5.45566,5.75,1,
TT_15_0.05_43, 15, 10, 0.035,1.47,0.09,31,7,0.499992,0.5,0.494,3.32265,3.8,1,
TT_15_0.05_44, 15, 13, 0.159,2.088,0.134,31,9,0.529905,0.543339,0.332609,5.26083,6.61538,1,
TT_15_0.05_45, 15, 12, 0.092,2.244,0.119,31,6,0.499996,0.5,0.496,3.6394,5.16667,0.498848,
TT_15_0.05_46, 15, 7, 0.045,1.749,0.123,31,6,0.499997,0.5,0.498,6.99579,7.28571,1,
TT_15_0.05_47, 15, 8, 0.035,1.126,0.078,31,6,0.499996,0.5,0.497778,3.13205,4,0.995556,
TT_15_0.05_48, 15, 12, 0.209,3.119,0.263,31,7,0.529729,0.541667,0.497727,3.48187,4.41667,0.997727,
TT_15_0.05_49, 15, 11, 0.043,1.162,0.081,31,4,0.545667,0.575817,0.325079,2.69008,3.09091,0.975238,
TT_15_0.25_0, 15, 10, 0.358,7.131,0.326,31,7,0.547435,0.564408,0.355917,4.49513,6.6,0.792583,
TT_15_0.25_1, 15, 9, 0.058,1.876,0.108,31,6,0.499997,0.5,0.496842,4.20768,4.44444,1,
TT_15_0.25_2, 15, 9, 0.068,3.317,0.257,31,4,0.5,0.5,0.499248,3.69056,4.44444,1,
TT_15_0.25_3, 15, 8, 0.062,2.167,0.217,31,6,0.514251,0.524716,0.452727,6.11686,6.875,1,
TT_15_0.25_4, 15, 8, 0.063,1.611,0.117,31,4,0.499998,0.5,0.498056,6.35071,6.875,1,
TT_15_0.25_5, 15, 6, 0.051,1.355,0.155,31,3,0.561231,0.583333,0.498875,6.09366,6.33333,1,
TT_15_0.25_6, 15, 9, 0.051,1.487,0.11,31,4,0.5,0.5,0.5,3.53591,4.22222,1,
TT_15_0.25_7, 15, 5, 0.102,1.954,0.223,31,3,0.5,0.5,0.499852,2.83226,5.6,0.5,
