Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_10_0.50_22, 10, 0, 0.026,0.487,1.36573e-311,21,1,0,0,1,0,0,1,
TT_10_0.50_23, 10, 3, 0.034,0.669,48.105,21,1000,0,0.5,0,0,8,0,
TT_10_0.50_24, 10, 2, 0.038,0.684,51.709,21,1000,2.47198e-07,0.5,6.11067e-14,2.47198e-06,5,6.11067e-13,
TT_10_0.50_25, 10, 4, 0.09,0.926,103.611,21,1000,0,0.5,0,0,3.75,0,
TT_10_0.50_26, 10, 4, 0.06,0.769,79.692,21,1000,1.3416e-07,0.5,8.28967e-15,2.78846e-06,14.25,3.51719e-13,
TT_10_0.50_27, 10, 2, 0.065,1.235,78.943,21,1000,0,0.75,0,0,1.5,0,
TT_10_0.50_28, 10, 5, 0.035,0.667,52.543,21,1000,0,0.5,0,0,7.6,0,
TT_10_0.50_29, 10, 5, 0.047,0.901,51.601,21,1000,0,0.588889,0,0,4.2,0,
TT_10_0.50_30, 10, 4, 0.05,0.621,60.554,21,1000,1.45888e-07,0.5,1.68754e-14,9.78648e-07,3.5,8.43769e-14,
TT_10_0.50_31, 10, 4, 0.081,0.934,82.814,21,1000,0.441174,0.614286,0.1,4.15135,10,1,
TT_10_0.50_32, 10, 0, 0.041,0.659,1.36571e-311,21,1,0,0,1,0,0,1,
TT_10_0.50_33, 10, 6, 0.045,0.588,50.608,21,1000,0,0.5,0,0,3.16667,0,
TT_10_0.50_34, 10, 4, 0.055,0.949,66.365,21,1000,0,0.5,0,0,2.25,0,
TT_10_0.50_35, 10, 4, 0.044,0.754,55.322,21,1000,0,0.5,0,0,3.75,0,
TT_10_0.50_36, 10, 3, 0.075,0.746,88.411,21,1000,0,0.5,0,0,10,0,
TT_10_0.50_37, 10, 2, 0.037,0.632,43.417,21,1000,0,0.5,0,0,4,0,
TT_10_0.50_38, 10, 2, 0.067,0.723,76.637,21,1000,0,0.5,0,0,2,0,
TT_10_0.50_39, 10, 0, 0.024,0.423,1.36574e-311,21,1,0,0,1,0,0,1,
TT_10_0.50_40, 10, 3, 0.029,0.447,36.915,21,1000,0,0.5,0,0,9,0,
TT_10_0.50_41, 10, 3, 0.032,0.493,41.589,21,1000,2.22488e-05,0.5,2.20268e-14,0.000444977,10,4.40536e-13,
TT_10_0.50_42, 10, 7, 0.067,0.838,98.216,21,1000,0,0.489796,0,0,4.42857,0,
TT_10_0.50_43, 10, 3, 0.027,0.468,37.242,21,1000,1.98078e-05,0.5,1.55431e-14,0.000316925,8,2.4869e-13,
TT_10_0.50_44, 10, 2, 0.042,0.663,53.185,21,1000,0,0.5,0,0,5,0,
TT_10_0.50_45, 10, 2, 0.03,0.404,38.522,21,1000,0,0.5,0,0,3,0,
TT_10_0.50_46, 10, 0, 0.028,0.455,1.36573e-311,21,1,0,0,1,0,0,1,
TT_10_0.50_47, 10, 0, 0.032,0.567,1.36571e-311,21,1,0,0,1,0,0,1,
TT_10_0.50_48, 10, 3, 0.03,0.513,37.567,21,1000,0,0.439394,0,0,9.66667,0,
TT_10_0.50_49, 10, 4, 0.089,1.183,97.696,21,1000,0,0.625,0,0,13.5,0,
TT_15_0.05_0, 15, 9, 0.058,1.875,99.721,31,1000,2.5411e-05,0.5,2.36848e-14,0.000363197,8.44444,1.68754e-13,
TT_15_0.05_1, 15, 11, 0.033,1.134,64.877,31,1000,0,0.545455,0,0,3.36364,0,
TT_15_0.05_2, 15, 9, 0.062,1.881,108.03,31,1000,0,0.5,0,0,5.44444,0,
TT_15_0.05_3, 15, 11, 0.066,1.431,101.744,31,1000,0,0.542857,0,0,5.54545,0,
TT_15_0.05_4, 15, 11, 0.053,1.804,84.245,31,1000,0,0.5,0,0,3.72727,0,
TT_15_0.05_5, 15, 13, 0.085,1.962,119.578,31,1000,0,0.5,0,0,6.61538,0,
TT_15_0.05_6, 15, 14, 0.034,0.911,48.806,31,1000,0,0.454082,0,0,3.07143,0,
TT_15_0.05_7, 15, 10, 0.045,1.593,81.699,31,1000,0,0.5,0,0,4.9,0,
TT_15_0.05_8, 15, 12, 0.114,1.847,162.314,31,1000,0,0.452778,0,0,5.25,0,
TT_15_0.05_9, 15, 11, 0.081,2.314,124.994,31,1000,0,0.575758,0,0,5.18182,0,
TT_15_0.05_10, 15, 8, 0.043,1.333,71.608,31,1000,0,0.5,0,0,2.5,0,
TT_15_0.05_11, 15, 7, 0.045,1.254,71.578,31,1000,0,0.5,0,0,3.28571,0,
TT_15_0.05_12, 15, 9, 0.05,1.592,88.82,31,1000,0,0.5,0,0,7.88889,0,
TT_15_0.05_13, 15, 10, 0.036,1.181,67.16,31,1000,0,0.5,0,0,3.6,0,
TT_15_0.05_14, 15, 12, 0.069,2.194,114.854,31,1000,0,0.458333,0,0,7.75,0,
TT_15_0.05_15, 15, 8, 0.041,1.126,83.473,31,1000,0,0.5,0,0,5.25,0,
TT_15_0.05_16, 15, 10, 0.031,1.173,67.655,31,1000,0,0.5,0,0,2,0,
TT_15_0.05_17, 15, 9, 0.073,2.379,137.677,31,1000,0,0.5,0,0,5.88889,0,
TT_15_0.05_18, 15, 13, 0.212,2.469,216.003,31,1000,0,0.5,0,0,4.23077,0,
TT_15_0.05_19, 15, 12, 0.06,2.08,107.411,31,1000,0,0.5,0,0,6.5,0,
TT_15_0.05_20, 15, 7, 0.052,1.636,91.283,31,1000,0.000108823,0.5,2.51228e-14,0.00227049,11.4286,7.03437e-13,
TT_15_0.05_21, 15, 10, 0.039,1.371,73.979,31,1000,0,0.5,0,0,2.3,0,
TT_15_0.05_22, 15, 10, 0.045,1.497,83.462,31,1000,0,0.5,0,0,3.2,0,
TT_15_0.05_23, 15, 11, 0.051,1.859,86.64,31,1000,0,0.5,0,0,3.72727,0,
TT_15_0.05_24, 15, 7, 0.055,1.51,84.995,31,1000,0,0.5,0,0,6,0,
TT_15_0.05_25, 15, 11, 0.055,2.075,106.894,31,1000,0,0.5,0,0,4.72727,0,
TT_15_0.05_26, 15, 12, 0.053,1.746,92.74,31,1000,0,0.5,0,0,5,0,
TT_15_0.05_27, 15, 15, 0.055,1.797,90.191,31,1000,0,0.5,0,0,5.13333,0,
TT_15_0.05_28, 15, 9, 0.037,1.029,63.685,31,1000,0,0.531746,0,0,4.55556,0,
TT_15_0.05_29, 15, 10, 0.056,1.804,94.75,31,1000,0,0.5,0,0,8.8,0,
TT_15_0.05_30, 15, 10, 0.046,1.838,87.748,31,1000,0,0.5,0,0,5,0,
TT_15_0.05_31, 15, 9, 0.048,1.773,94.905,31,1000,0,0.5,0,0,5.66667,0,
TT_15_0.05_32, 15, 15, 0.037,1.422,69.856,31,1000,0,0.5,0,0,5.93333,0,
TT_15_0.05_33, 15, 13, 0.034,1.094,60.083,31,1000,0,0.5,0,0,3.07692,0,
TT_15_0.05_34, 15, 12, 0.041,1.374,75.976,31,1000,0,0.5,0,0,3.5,0,
TT_15_0.05_35, 15, 9, 0.036,1.328,72.51,31,1000,0,0.537037,0,0,3.88889,0,
TT_15_0.05_36, 15, 5, 0.043,1.425,79.965,31,1000,0,0.5,0,0,6,0,
TT_15_0.05_37, 15, 12, 0.057,2.101,114.187,31,1000,0,0.5,0,0,9,0,
TT_15_0.05_38, 15, 11, 0.031,0.998,57.621,31,1000,0,0.5,0,0,3.27273,0,
TT_15_0.05_39, 15, 9, 0.057,2.044,94.88,31,1000,0,0.5,0,0,11.2222,0,
TT_15_0.05_40, 15, 10, 0.047,1.541,83.056,31,1000,0,0.5,0,0,3.2,0,
TT_15_0.05_41, 15, 12, 0.07,2.272,107.181,31,1000,0,0.491667,0,0,7.08333,0,
TT_15_0.05_42, 15, 8, 0.051,1.845,88.658,31,1000,8.66568e-06,0.5,2.25005e-14,9.45548e-05,5.75,3.37508e-13,
TT_15_0.05_43, 15, 10, 0.038,1.333,70.348,31,1000,0,0.5,0,0,3.8,0,
TT_15_0.05_44, 15, 13, 0.136,1.918,192.356,31,1000,0,0.576923,0,0,6.61538,0,
TT_15_0.05_45, 15, 12, 0.057,2.03,108.401,31,1000,0,0.5,0,0,5.16667,0,
TT_15_0.05_46, 15, 7, 0.043,1.642,85.36,31,1000,0,0.5,0,0,7.28571,0,
TT_15_0.05_47, 15, 8, 0.035,1.033,60.133,31,1000,0,0.5,0,0,4,0,
TT_15_0.05_48, 15, 12, 0.2,2.894,240.612,31,1000,0,0.5,0,0,4.41667,0,
TT_15_0.05_49, 15, 11, 0.032,1.063,61.457,31,1000,0,0.461039,0,0,3.09091,0,
TT_15_0.25_0, 15, 10, 0.365,6.572,473.106,31,1000,7.94816e-05,0.6,2.41077e-14,0.000652644,6.6,1.68754e-13,
TT_15_0.25_1, 15, 9, 0.049,1.718,93.967,31,1000,0,0.5,0,0,4.44444,0,
TT_15_0.25_2, 15, 9, 0.063,2.98,101.129,31,1000,0,0.5,0,0,4.44444,0,
TT_15_0.25_3, 15, 8, 0.06,2.013,86.589,31,1000,0,0.505682,0,0,6.875,0,
TT_15_0.25_4, 15, 8, 0.049,1.395,88.43,31,1000,0,0.5,0,0,6.875,0,
TT_15_0.25_5, 15, 6, 0.04,1.077,69.221,31,1000,0,0.583333,0,0,6.33333,0,
TT_15_0.25_6, 15, 9, 0.042,1.322,78.853,31,1000,0,0.5,0,0,4.22222,0,
TT_15_0.25_7, 15, 5, 0.101,1.922,126.112,31,1000,0,0.5,0,0,5.6,0,
TT_15_0.25_8, 15, 12, 0.214,8.975,271.297,31,1000,0,0.462341,0,0,11.25,0,
TT_15_0.25_9, 15, 7, 0.06,1.6,95.31,31,1000,8.44576e-05,0.5,9.4739e-15,0.00190432,13.8571,2.41585e-13,
TT_15_0.25_10, 15, 9, 0.152,3.345,205.701,31,1000,0,0.5,0,0,9.55556,0,
TT_15_0.25_11, 15, 4, 0.048,1.316,82.539,31,1000,0,0.5,0,0,4.25,0,
TT_15_0.25_12, 15, 11, 0.109,3.947,139.513,31,1000,0,0.605431,0,0,6.45455,0,
TT_15_0.25_13, 15, 9, 0.13,2.718,144.885,31,1000,0,0.5,0,0,6.11111,0,
TT_15_0.25_14, 15, 11, 0.118,2.16,158.429,31,1000,0,0.545455,0,0,6.72727,0,
TT_15_0.25_15, 15, 6, 0.055,1.607,82.479,31,1000,0,0.5,0,0,3.5,0,
TT_15_0.25_16, 15, 7, 0.041,1.131,71.405,31,1000,0,0.5,0,0,5,0,
TT_15_0.25_17, 15, 9, 0.474,4.446,596.578,31,1000,0,0.513889,0,0,9.44444,0,
TT_15_0.25_18, 15, 5, 0.079,1.739,119.543,31,1000,1.79769e-06,0.5,2.4869e-15,2.22123e-05,7.2,4.9738e-14,
TT_15_0.25_19, 15, 9, 0.063,1.911,110.271,31,1000,0,0.5,0,0,5.44444,0,
TT_15_0.25_20, 15, 7, 0.041,1.056,69.634,31,1000,0,0.5,0,0,4,0,
TT_15_0.25_21, 15, 7, 0.325,1.614,83.402,31,1000,0,0.5,0,0,4.42857,0,
