Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.05_40, 25, 21, 0.646,15.053,639.725,51,1000,0.507154,0.518887,0.3345,3.66094,4.85748,0.669,
TT_25_0.05_41, 25, 21, 0.143,9.071,423.744,51,1000,0,0.5,0,0,9.80952,0,
TT_25_0.05_42, 25, 21, 0.115,7.708,308.151,51,1000,0,0.5,0,0,4.61905,0,
TT_25_0.05_43, 25, 22, 0.147,10.12,406.51,51,1000,0.454339,0.492179,0.179,5.20034,6.18182,0.872,
TT_25_0.05_44, 25, 21, 0.748,16.09,722.298,51,1000,0.49856,0.500044,0.409083,6.63414,7.38148,1,
TT_25_0.05_45, 25, 19, 0.122,7.458,273.375,51,1000,0,0.5,0,0,6.10526,0,
TT_25_0.05_46, 25, 18, 0.256,8.076,428.706,51,1000,0.494518,0.513548,0.1862,3.84593,4.8335,0.739,
TT_25_0.05_47, 25, 21, 0.164,10.061,409.499,51,1000,0,0.5,0,0,8.7619,0,
TT_25_0.05_48, 25, 18, 0.159,13.129,440.59,51,1000,0.488224,0.515583,0.282667,5.27173,8.22222,1,
TT_25_0.05_49, 25, 19, 0.116,7.266,339.193,51,1000,0,0.5,0,0,6.36842,0,
TT_25_0.25_0, 25, 17, 0.161,10.391,760.861,51,1000,0.498704,0.500121,0.42,6.39179,8.94176,0.993,
TT_25_0.25_1, 25, 16, 0.253,11.205,541.013,51,1000,0,0.5,0,0,13.25,0,
TT_25_0.25_2, 25, 13, 0.216,16.31,701.614,51,1000,0.496663,0.5,0.387,7.57101,12.1538,0.387,
TT_25_0.25_3, 25, 19, 0.218,23.148,616.272,51,1000,0.513945,0.562677,0.208,4.90679,7.84211,0.356,
TT_25_0.25_4, 25, 14, 0.266,8.999,483.059,51,1000,0.222295,0.5,0.0105,3.34658,8.64286,0.21,
TT_25_0.25_5, 25, 18, 0.243,7.926,448.188,51,1000,0.508309,0.520711,0.328667,4.39762,6.05556,0.728,
TT_25_0.25_6, 25, 17, 0.82,15.781,939.116,51,1000,0.502184,0.505756,0.364786,5.85499,6.76588,1,
TT_25_0.25_7, 25, 19, 0.767,13.085,793.586,51,1000,0.508562,0.521238,0.330667,3.58476,5.73789,0.466,
TT_25_0.25_8, 25, 8, 0.109,5.377,294.96,51,1000,9.0329e-06,0.5,3.01981e-14,0.000113809,8.875,1.20792e-13,
TT_25_0.25_9, 25, 21, 0.193,13.981,497.185,51,1000,0.435962,0.550134,0.074,5.64074,7.95238,1,
TT_25_0.25_10, 25, 18, 0.349,19.784,756.694,51,1000,0.491705,0.501275,0.276,3.39089,6.22461,0.276,
TT_25_0.25_11, 25, 15, 0.123,5.532,296.952,51,1000,0,0.53125,0,0,8.2,0,
TT_25_0.25_12, 25, 14, 0.386,18.854,490.887,51,1000,0.520064,0.550408,0.250333,4.76375,6.64286,0.675,
TT_25_0.25_13, 25, 17, 0.17,10.791,502.606,51,1000,0,0.5,0,0,7.88235,0,
TT_25_0.25_14, 25, 11, 0.67,36.294,878.146,51,1000,0.456119,0.5,0.128,3.60269,5.54545,0.128,
TT_25_0.25_15, 25, 12, 0.928,23.237,1022.8,51,1000,0.483443,0.490107,0.307857,6.38352,7.33375,1,
TT_25_0.25_16, 25, 17, 0.438,42.386,912.477,51,1000,0.509285,0.513959,0.44425,3.93059,4.94147,0.945,
TT_25_0.25_17, 25, 17, 1.415,43.605,1532.77,51,1000,0.517843,0.520684,0.436,6.1998,8.88741,0.652,
