Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
wt40-0, 40, 0, 302.525,2574.95,0,41,1,0,0,1,
wt40-1, 40, 10, 119.258,1706.93,691.734,37,3,0.621801,0.7,0.3,
wt40-2, 40, 2, 201.626,1425.93,423.739,40,2,0.499997,0.5,0.498333,
wt40-3, 40, 6, 145.842,2500.93,432.683,39,3,0.499998,0.5,0.49875,
wt40-4, 40, 4, 61.532,901.437,143.276,38,2,0.5,0.5,0.5,
wt40-5, 40, 0, 216.339,6289.11,0,41,1,0,0,1,
wt40-6, 40, 0, 1049.6,4985.3,0,41,1,0,0,1,
