Name, n, |M|, distribution
wt40-0, 40, 0, 0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,
wt40-1, 40, 10, 0.272727,1,1,1,1,0.545455,1,1,0.818182,1,0.909091,0.909091,1,1,1,1,0.545455,0.545455,0.909091,1,1,1,1,1,1,1,1,1,0.0909091,1,1,1,0.909091,1,1,1,1,1,1,1,
wt40-2, 40, 2, 1,1,1,1,1,1,1,1,1,1,0.818182,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.181818,1,1,1,1,1,1,1,1,1,0,1,1,1,
wt40-3, 40, 6, 1,0.636364,1,0.727273,1,1,0.363636,1,1,1,1,1,1,1,1,1,1,1,0.545455,1,1,1,0.363636,1,1,1,1,1,1,0.363636,1,1,1,1,1,1,1,1,1,1,
wt40-4, 40, 4, 1,1,0.454545,1,0.636364,1,1,1,1,1,1,1,0.545455,0,1,1,1,1,1,1,1,1,1,1,1,0.363636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
wt40-5, 40, 0, 0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,
wt40-6, 40, 0, 1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
