Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.50_35, 25, 9, 2.979,1201.8,80928.6,51,1000,0.499735,0.5,0.4755,6.86464,8.66667,1,
