Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.50_35, 25, 9, 2.979,1201.8,4963.45,51,1000,0.491884,0.500059,0.316333,6.7568,8.66722,0.949,
