Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.25_22, 15, 13, 0.173,5.527,145.904,31,1000,0.517638,0.522315,0.454,2.96569,3.383,0.692,
TT_15_0.25_23, 15, 5, 0.039,1.076,43.206,31,1000,0.502615,0.50309,0.481875,6.38859,6.5908,1,
TT_15_0.25_24, 15, 8, 0.141,3.593,148.068,31,1000,0.541142,0.566184,0.451167,13.7752,14.353,1,
TT_15_0.25_25, 15, 8, 0.134,1.638,47.715,31,1000,0.499971,0.5,0.492,2.632,3,0.986,
TT_15_0.25_26, 15, 3, 0.075,1.596,49.637,31,1000,0.499752,0.5,0.4815,6.99653,7,1,
TT_15_0.25_27, 15, 6, 0.051,1.967,58.005,31,1000,0.546686,0.550433,0.474,3.31818,3.66667,1,
TT_15_0.25_28, 15, 7, 0.137,6.883,220.643,31,1000,0.545565,0.636238,0.2704,4.37034,6.34543,1,
TT_15_0.25_29, 15, 8, 0.243,2.606,38.916,31,1000,0.509837,0.514659,0.364,5.53315,6.31525,1,
TT_15_0.25_30, 15, 6, 0.187,2.452,106.308,31,1000,0.566906,0.57288,0.486556,2.40518,4.74717,0.631,
TT_15_0.25_31, 15, 9, 0.037,1.158,34.885,31,1000,0.499912,0.5,0.485,2.47229,3.44444,0.496,
TT_15_0.25_32, 15, 8, 0.188,2.907,102.806,31,1000,0.450417,0.301782,-0.333,3.57508,6.46475,-0.333,
TT_15_0.25_33, 15, 7, 0.062,1.96,54.449,31,1000,0.497605,0.50232,0.403,4.96736,5.49014,1,
TT_15_0.25_34, 15, 4, 0.028,0.774,23.855,31,1000,0.499897,0.5,0.487,2.95743,3,1,
