Name, n, |M|, distribution
TT_15_0.25_22, 15, 13, 0,-63,-30,-26,-40,-13,0,-59,0,-3,-16,-1,-8,-20,0,
TT_15_0.25_23, 15, 5, -9,0,0,0,-46,-25,0,0,0,0,-35,0,-44,0,-7,
TT_15_0.25_24, 15, 8, -24,0,-9,0,-1,-34,-81,-36,-60,-1,-57,-40,-1,-96,-8,
TT_15_0.25_25, 15, 8, -2,-8,-1,0,-41,0,0,-41,-23,0,-49,0,-25,-1,-12,
TT_15_0.25_26, 15, 3, 0,0,-31,0,-9,-37,-54,-47,0,0,0,-18,-35,-72,-5,
TT_15_0.25_27, 15, 6, -37,-15,-47,0,0,0,-10,-40,-1,0,-5,-6,0,0,-51,
TT_15_0.25_28, 15, 7, -4,-41,-43,0,0,-32,-27,-29,-73,0,0,-53,-12,-2,0,
TT_15_0.25_29, 15, 8, -60,-24,-27,-38,0,0,-2,-13,0,-9,0,-36,-44,-14,0,
TT_15_0.25_30, 15, 6, -60,0,-1,0,0,0,0,-3,-37,-26,-11,0,-32,-48,0,
TT_15_0.25_31, 15, 9, -5,0,-38,-1,-1,-8,-41,0,0,-21,-30,-5,0,0,-14,
TT_15_0.25_32, 15, 8, 0,-40,-53,0,0,0,0,0,-61,-30,-1,-11,-60,-43,-14,
TT_15_0.25_33, 15, 7, -62,-38,0,-23,-7,0,0,-47,-8,-69,0,0,-36,-47,-4,
TT_15_0.25_34, 15, 4, 0,0,0,-42,-13,-9,-14,0,0,-9,-2,-27,-1,-38,-2,
