Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.25_35, 15, 6, 0.087,2.357,101.822,31,1000,0,0.5,0,0,4.16667,0,
TT_15_0.25_36, 15, 3, 0.148,1.583,185.126,31,1000,0,0.5,0,0,8,0,
TT_15_0.25_37, 15, 8, 0.351,6.366,475.905,31,1000,0,0.5625,0,0,8.375,0,
TT_15_0.25_38, 15, 10, 0.068,3.786,104.191,31,1000,0,0.420833,0,0,3.8,0,
TT_15_0.25_39, 15, 7, 0.035,1.108,63.03,31,1000,0,0.5,0,0,2.85714,0,
TT_15_0.25_40, 15, 13, 0.151,3.098,219.672,31,1000,0,0.692308,0,0,3.92308,0,
TT_15_0.25_41, 15, 10, 0.202,2.837,236.059,31,1000,0,0.5,0,0,5.8,0,
TT_15_0.25_42, 15, 5, 0.129,2.404,233.574,31,1000,0,0.5,0,0,6.4,0,
TT_15_0.25_43, 15, 12, 0.275,6.26,341.883,31,1000,0,0.52381,0,0,3.58333,0,
TT_15_0.25_44, 15, 9, 0.112,4.75,156.921,31,1000,0,0.548889,0,0,8.11111,0,
TT_15_0.25_45, 15, 9, 0.124,3.774,255.035,31,1000,0,0.460317,0,0,8,0,
TT_15_0.25_46, 15, 9, 0.186,5.579,197.737,31,1000,2.20701e-05,0.478261,7.87776e-15,0.000431085,10.2222,1.81188e-13,
TT_15_0.25_47, 15, 11, 0.051,2.078,95.774,31,1000,0,0.509091,0,0,4.18182,0,
TT_15_0.25_48, 15, 5, 0.162,2.128,202.844,31,1000,0,0.471429,0,0,5,0,
TT_15_0.25_49, 15, 7, 0.038,1.266,70.659,31,1000,0,0.5,0,0,5.85714,0,
TT_15_0.50_0, 15, 4, 0.251,3.411,317.105,31,1000,0,0.5875,0,0,5.25,0,
TT_15_0.50_1, 15, 5, 0.25,2.769,308.551,31,1000,3.35034e-06,0.5,2.76322e-14,4.8686e-05,7.8,2.4869e-13,
TT_15_0.50_2, 15, 2, 0.218,3.189,253.225,31,1000,0.377964,0.571429,0.142857,2.64575,4,1,
