Name, n, |M|, distribution
TT_15_0.25_35, 15, 6, -14.5,-67.836,0,-8,0,0,0,-31.924,0,-59.876,0,-44.168,-20.5,0,-31.247,
TT_15_0.25_36, 15, 3, -1.999,-15,0,-31.172,0,-61.811,0,-28.102,-5.999,-16,0,-27.978,0,-55.986,0,
TT_15_0.25_37, 15, 8, -39.227,-52.267,-2.592,-13.767,-60.74,-16.785,0,-40.804,0,-12.872,0,-52.966,0,-2.246,0,
TT_15_0.25_38, 15, 10, -55.675,-39.14,-56.191,-0.931,-21.516,-3.932,-15.226,-0.12,-36.996,-19.996,-7.061,-20.294,-0.502,-0.976,-5.633,
TT_15_0.25_39, 15, 7, -1,-23,-55,0,-30.57,-0.481,-0.519,-31,-10.88,-18.052,0,-32.43,0,-10.068,0,
TT_15_0.25_40, 15, 13, 0,-6.437,-20.536,-7.086,-0.227,-65.038,-43.333,0,-55.959,-1.438,-49.662,-25.547,-0.216,-18.45,-13.042,
TT_15_0.25_41, 15, 10, -2.999,-22.03,-11.994,-15.976,-1,-51.598,-42.955,-1,-5,0,-40.315,-0.521,-0.479,-67.258,-58,
TT_15_0.25_42, 15, 5, -2.503,-10,-2.495,0,-47.954,0,0,-1,0,-7,-51.478,-51.435,0,-34.07,-22.135,
TT_15_0.25_43, 15, 12, -54.641,-10.064,-35.634,-10.123,-18.449,-45.558,-1.09,-0.492,0,0,-2.699,-2.683,-1.476,0,-43.954,
TT_15_0.25_44, 15, 9, -25.576,-38.57,-19.682,0,-66.98,0,-1,-41.999,-18.32,-56.897,0,-21.382,-4.307,-50.606,-1.721,
TT_15_0.25_45, 15, 9, -36.723,-49.326,0,-43.111,-9,0,-0.339,-78.481,-23.261,-0.009,-3.525,-4.128,-51.218,0,-75.07,
TT_15_0.25_46, 15, 9, -7,-40.269,0,-51.744,0,-41.253,-19.635,-15.422,-1,-61.626,-83.334,-49.885,-16.943,-58.021,-1,
TT_15_0.25_47, 15, 11, -3.092,-51.728,-28.108,-16.598,0,-5.202,0,-36.066,-4.998,-12.402,-1,-3.8,-65.713,-1.908,-60.486,
TT_15_0.25_48, 15, 5, -37.132,-9.591,-3,0,0,-40.054,-21.999,-13.792,-59.838,0,-2.995,-16.615,-14.979,0,-27.018,
TT_15_0.25_49, 15, 7, 0,0,-2,0,-30.036,-29.886,-16.078,-43.797,-9.958,-1,0,-39,-10.042,-49.203,0,
TT_15_0.50_0, 15, 4, 0,0,0,0,-6.371,-10.267,-55.494,-21.909,-0.159,-37.023,-8.194,0,-1.228,-2.23,-5.823,
TT_15_0.50_1, 15, 5, -21.312,0,0,0,-27.791,0,0,-29.763,-33.682,-64.375,0,0,-2.628,-18.599,0,
TT_15_0.50_2, 15, 2, -2.971,0,-7.692,0,-28.935,0,-0.994,0,-30.3,-1,-2,0,-37.066,0,-9.982,
TT_15_0.50_3, 15, 4, -1.001,0,-0.029,-4.001,-1.001,-0.18,-16.79,-61.859,-13.714,0,0,-38.292,0,-7.276,-27.102,
TT_15_0.50_4, 15, 2, -1,-53.631,-4,-32.634,0,0,-15.776,0,-5,-8,0,0,0,0,0,
TT_15_0.50_5, 15, 2, 0,0,0,0,-27.639,0,0,0,-8,-22.737,0,-36.662,-2,-1,0,
TT_15_0.50_6, 15, 8, -1.866,-27.075,-8.66,-15.605,-3.579,-1.494,0,-0.432,-25.489,0,-41.811,-54.425,-1.506,-22,-43.257,
TT_15_0.50_7, 15, 4, -32.063,0,-9.319,-0.528,-36.164,0,0,0,-8.679,-3.47,0,0,0,0,-53.801,
TT_15_0.50_8, 15, 6, -33.384,0,0,-54.956,-1.56,-13.183,-26.303,-68.592,-0.729,-17.877,0,0,0,-1.397,-8.095,
TT_15_0.50_9, 15, 6, -2.94,0,-0.02,-0.922,-0.997,-43.583,-11.875,-17.611,-48.536,-9.51,-40.464,-0.035,-47.01,0,-2.723,
TT_15_0.50_10, 15, 7, -1.979,-18.924,-45.567,0,-15.651,0,0,0,-34.081,-2.871,-2.965,0,-24.665,-55.334,-2.981,
TT_15_0.50_11, 15, 3, -16.96,0,0,0,-1.075,-37.997,-27.004,0,0,-26.953,-41.998,0,0,0,-1.998,
TT_15_0.50_12, 15, 4, -28.47,-1,-15,-43.976,0,0,-43.314,0,0,-7,0,0,-21.267,-1,0,
TT_15_0.50_13, 15, 6, -1.724,-19.565,0,-37.139,0,-41.573,-0.455,-1.741,-2.135,-11.536,0,-31.524,-8.469,-48.68,-23.656,
TT_15_0.50_14, 15, 7, 0,0,-2.809,-22.979,-7.881,-0.497,-58.019,0,-47.999,-3,-3,-14.901,-0.471,-12.477,0,
TT_15_0.50_15, 15, 7, -23.931,-54.988,-0.886,-0.225,-17.119,0,-1.449,0,0,-1.958,-27.905,-1.352,0,-28.989,-0.96,
TT_15_0.50_16, 15, 2, 0,-50.936,0,-3.23,-14.416,0,-0.139,-9.643,-36.834,-0.276,0,0,0,-18.487,-1.802,
TT_15_0.50_17, 15, 12, -9.191,-29.442,-20.452,-65.575,-0.215,-8.146,-62.846,-21.077,0,0,-0.617,0,-11.182,-4.029,-8.31,
TT_15_0.50_18, 15, 8, -1.912,0,-3.752,-6,-49.19,0,-10,0,-63.95,0,0,-6.088,-0.469,-5.779,-27.86,
TT_15_0.50_19, 15, 2, -0.017,-1.968,-2.445,-1.079,-0.146,-0.327,-19.202,-29.373,-3.097,-18.477,-0.161,0,-59.745,-0.274,0,
TT_15_0.50_20, 15, 9, -39.359,0,0,0,-17.999,-2.996,-29.727,-3.292,-1.999,-1.226,-8.705,-1.507,-29.651,0,-1.475,
TT_15_0.50_21, 15, 2, 0,-27.694,0,-37.773,-0.303,-54.248,-2.849,0,0,-24.478,-1.621,-11.175,0,0,0,
TT_15_0.50_22, 15, 4, 0,0,0,0,0,0,-39.045,0,-0.999,-1,-29.866,-19.827,0,-19.079,0,
TT_15_0.50_23, 15, 8, -45.999,-0.223,-1.627,-45.118,-3.902,-68.88,-1.029,0,-3.259,-1.784,-0.998,-33.001,-0.461,-22.374,-19.565,
TT_15_0.50_24, 15, 2, -0.931,-0.688,-8.483,-47.841,-30.012,-2.761,0,-6.764,-34.182,0,0,0,0,-39.703,0,
TT_15_0.50_25, 15, 2, 0,-29.775,0,-3,-21.815,-2.501,-2.366,-0.498,0,-9.999,0,0,0,-24.126,-19.138,
TT_15_0.50_26, 15, 7, -1.29,-0.434,-0.992,0,-4.502,-7.755,-35.44,-3.936,-48.977,-14.845,-31.977,-3.514,-0.985,-0.938,0,
