Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.50_36, 25, 10, 0.331,7.646,484.008,51,1000,0.511908,0.518889,0.34025,3.32277,5.5076,0.446,
TT_25_0.50_37, 25, 12, 2.059,22.623,1535.03,51,1000,0.516516,0.529984,0.330222,3.94515,6.00542,0.636,
TT_25_0.50_38, 25, 12, 0.164,9.917,430.966,51,1000,0,0.472431,0,0,10.6667,0,
TT_25_0.50_39, 25, 9, 0.511,16.216,1041.14,51,1000,0.497131,0.50792,0.347639,16.6541,18.34,1,
TT_25_0.50_40, 25, 10, 0.598,11.339,905.349,51,1000,0.484836,0.496577,0.306111,10.3761,11.1018,1,
TT_25_0.50_41, 25, 3, 0.055,3.556,176.992,51,1000,0,0.5,0,0,5,0,
TT_25_0.50_42, 25, 6, 0.555,16.566,809.329,51,1000,0.497454,0.50185,0.391,2.22929,3.33683,0.391,
TT_25_0.50_43, 25, 11, 1.676,98.68,1887.3,51,1000,0.490747,0.496905,0.382286,6.66103,11.4571,0.865,
TT_25_0.50_44, 25, 15, 1.317,246.237,1791.34,51,1000,0.529289,0.538338,0.398562,4.96831,7.00587,1,
TT_25_0.50_45, 25, 8, 0.182,7.146,491.882,51,1000,0.497177,0.5,0.414,4.71664,8.75,0.432,
TT_25_0.50_46, 25, 10, 0.382,19.21,980.938,51,1000,0.503661,0.507911,0.393,3.40438,4.6008,0.607,
TT_25_0.50_47, 25, 13, 2.84,34.954,2099.59,51,1000,0.484217,0.493673,0.386526,12.8091,16.317,1,
TT_25_0.50_48, 25, 5, 0.867,32.929,1095.74,51,1000,0.496439,0.500175,0.43645,19.8575,20.007,1,
TT_25_0.50_49, 25, 9, 0.941,29.812,1249.62,51,1000,0.50409,0.507131,0.426062,6.00771,12.1229,0.468,
