Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.50_12, 25, 13, 3.087,127.359,3243.63,51,1000,0.487622,0.499559,0.3094,8.05116,12.4642,1,
TT_25_0.50_13, 25, 8, 0.258,14.548,619.25,51,1000,0.41292,0.500051,0.0591667,5.62127,7.50063,0.355,
TT_25_0.50_14, 25, 16, 0.757,46.925,1707.66,51,1000,0.500462,0.502543,0.419542,4.28003,6.20169,0.949,
TT_25_0.50_15, 25, 10, 0.149,6.734,372.694,51,1000,6.43911e-05,0.516667,1.83557e-14,0.00128882,10.5,3.62377e-13,
TT_25_0.50_16, 25, 11, 1.961,101.995,3185.27,51,1000,0.480302,0.500129,0.308714,7.11168,8.81991,1,
TT_25_0.50_17, 25, 4, 0.261,5.767,399.214,51,1000,0,0.5,0,0,4.75,0,
TT_25_0.50_18, 25, 12, 1.188,13.389,701.739,51,1000,0.451619,0.472915,0.2095,4.49487,7.5225,0.46,
TT_25_0.50_19, 25, 8, 1.431,40.956,1986.89,51,1000,0.494789,0.502535,0.398333,5.99837,8.89675,1,
TT_25_0.50_20, 25, 12, 0.511,16.115,702.163,51,1000,0,0.536167,0,0,3.58333,0,
TT_25_0.50_21, 25, 7, 1.144,50.013,1177.81,51,1000,0.498087,0.500667,0.4465,4.45898,5.71871,1,
TT_25_0.50_22, 25, 11, 1.07,23.292,1265.01,51,1000,0.491452,0.502643,0.35637,5.10841,8.28473,0.456,
TT_25_0.50_23, 25, 9, 0.433,11.431,733.165,51,1000,0.468807,0.502492,0.3095,8.40365,9.04422,1,
TT_25_0.50_24, 25, 8, 0.412,12.565,745.28,51,1000,0.526183,0.543756,0.27265,6.27598,12.884,0.649,
TT_25_0.50_25, 25, 12, 0.677,9.346,583.811,51,1000,0.487986,0.5,0.2736,5.39327,12.3333,0.418,
TT_25_0.50_26, 25, 11, 1.401,28.374,1511.33,51,1000,0.503849,0.515146,0.2825,7.72724,11.731,1,
TT_25_0.50_27, 25, 6, 0.191,5.843,383.194,51,1000,0.471881,0.529268,0.24975,23.7197,31.3333,1,
TT_25_0.50_28, 25, 10, 0.315,5.874,458.78,51,1000,0.479731,0.481818,0.424,6.46074,7.3,1,
