Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.05_15, 15, 10, 0.059,2.088,0.121,31,8,0.499991,0.5,0.496,8.17205,9.3,1,
TT_15_0.05_16, 15, 10, 0.04,1.399,0.098,31,4,0.499999,0.5,0.498,2.81634,3,1,
TT_15_0.05_17, 15, 7, 0.044,1.44,0.086,31,5,0.499997,0.5,0.497647,5.0724,5.14286,1,
TT_15_0.05_18, 15, 7, 0.037,1.246,0.161,31,5,0.499957,0.5,0.488235,2.43782,4.14286,0.488235,
TT_15_0.05_19, 15, 10, 0.071,2.191,0.167,31,7,0.499859,0.5,0.47654,9.5846,11.3,1,
TT_15_0.25_0, 15, 6, 0.17,2.782,0.285,31,2,0.5,0.5,0.5,2.2407,3.33333,0.5,
TT_15_0.25_1, 15, 8, 0.04,0.957,0.194,31,4,0.427848,0.465278,0.284444,1.91637,3.625,0.284444,
TT_15_0.25_2, 15, 9, 0.175,1.907,0.156,31,5,0.515259,0.555531,0.200031,3.34065,3.66667,0.799969,
TT_15_0.25_3, 15, 9, 0.068,1.975,0.24,31,4,0.476232,0.483299,0.349693,2.96631,3.44444,0.801053,
TT_15_0.25_4, 15, 10, 0.055,1.611,0.193,31,5,0.464794,0.485714,0.297,5.59611,6.4,1,
TT_15_0.25_5, 15, 5, 0.043,1.424,0.166,31,4,0.499999,0.5,0.498667,4.79364,4.8,1,
TT_15_0.25_6, 15, 5, 0.14,3.389,0.298,31,4,0.499998,0.5,0.497778,5.866,6,1,
TT_15_0.25_7, 15, 7, 0.044,1.194,0.095,31,4,0.5,0.5,0.498922,5.45037,6,1,
TT_15_0.25_8, 15, 6, 0.043,1.066,0.15,31,5,0.458239,0.472448,0.330625,5.77345,6.66667,1,
TT_15_0.25_9, 15, 13, 0.197,4.959,0.178,31,6,0.591352,0.643746,0.248696,4.29929,5.38462,1,
TT_15_0.25_10, 15, 6, 0.043,1.364,0.092,31,4,0.499999,0.5,0.49875,3.91486,4,1,
TT_15_0.25_11, 15, 10, 0.116,2.857,0.36,31,7,0.461044,0.4664,0.336,3.19576,4.1,0.984,
TT_15_0.25_12, 15, 5, 0.123,2.468,0.238,31,4,0.499965,0.5,0.490667,3.98079,6.4,0.981333,
TT_15_0.25_13, 15, 6, 0.048,1.329,0.067,31,5,0.499999,0.5,0.498333,6.32573,6.5,1,
TT_15_0.25_14, 15, 6, 0.055,1.538,0.124,31,3,0.499999,0.5,0.498333,4.2863,4.33333,1,
TT_15_0.25_15, 15, 9, 0.079,1.686,0.137,31,6,0.471756,0.481696,0.331842,3.986,4,1,
TT_15_0.25_16, 15, 4, 0.057,1.077,0.157,31,3,0.499996,0.5,0.497143,1.11802,1.5,0.497143,
TT_15_0.25_17, 15, 7, 0.148,1.867,0.139,31,4,0.552044,0.571429,0.498655,3.32203,3.42857,1,
TT_15_0.25_18, 15, 11, 0.063,2.941,0.386,31,7,0.499048,0.5,0.456508,4.27941,6,0.465699,
TT_15_0.25_19, 15, 9, 0.042,1.203,0.144,31,5,0.517587,0.532336,0.285584,8.18467,9,1,
TT_15_0.50_0, 15, 5, 0.141,2.179,0.632,31,3,0.474053,0.484062,0.392889,6.36989,7,1,
TT_15_0.50_1, 15, 7, 0.335,4.704,0.222,31,5,0.512281,0.523515,0.335396,10.0492,11.8571,1,
TT_15_0.50_2, 15, 4, 0.167,2.224,0.154,31,2,0.5,0.5,0.5,3.67423,3.75,1,
TT_15_0.50_3, 15, 4, 0.027,0.892,0.156,31,3,0.499999,0.5,0.498571,3.53552,3.75,1,
TT_15_0.50_4, 15, 4, 0.099,4.854,0.39,31,2,0.622331,0.65,0.498333,4.69524,5.75,1,
TT_15_0.50_5, 15, 8, 0.061,1.851,0.193,31,5,0.533792,0.563038,0.247847,8.43217,10.75,0.752153,
TT_15_0.50_6, 15, 4, 0.093,2.155,0.218,31,2,0.5,0.5,0.499429,4.74341,4.75,1,
TT_15_0.50_7, 15, 0, 0.065,1.399,8.85726e-312,31,1,0,0,1,0,0,1,
TT_15_0.50_8, 15, 7, 0.15,2.519,0.272,31,4,0.495415,0.510252,0.344412,1.33356,1.85714,0.428824,
TT_15_0.50_9, 15, 4, 0.089,1.794,0.187,31,3,0.499998,0.5,0.498413,4.97492,5,1,
TT_15_0.50_10, 15, 7, 0.066,1.586,0.378,31,4,0.480178,0.51209,0.294958,13.6295,17.4286,1,
TT_15_0.50_11, 15, 8, 0.113,2.354,0.314,31,5,0.516569,0.537365,0.302857,4.19874,4.875,1,
TT_15_0.50_12, 15, 6, 0.125,1.9,0.083,31,3,0.499999,0.5,0.498571,2.75892,3,1,
TT_15_0.50_13, 15, 4, 0.064,2.075,0.308,31,3,0.499996,0.5,0.497143,2.23605,3,0.994286,
TT_15_0.50_14, 15, 2, 0.136,3.962,0.28,31,2,0.499997,0.5,0.498333,3.49998,3.5,1,
TT_15_0.50_15, 15, 10, 0.09,2.936,0.267,31,6,0.504676,0.528568,0.253,3.60161,4.2,0.740493,
TT_15_0.50_16, 15, 5, 0.099,2.858,0.652,31,2,0.51017,0.519911,0.400444,2.74821,3.4,0.599556,
TT_15_0.50_17, 15, 6, 0.351,4.524,0.275,31,3,0.5,0.5,0.499375,2.3811,2.83333,0.99875,
TT_15_0.50_18, 15, 0, 0.252,8.431,8.85726e-312,31,1,0,0,1,0,0,1,
TT_15_0.50_19, 15, 7, 0.144,2.31,0.269,31,6,0.413131,0.432655,0.252353,3.06206,4.28571,1,
TT_20_0.05_0, 20, 13, 0.083,3.35,0.283,41,7,0.499666,0.5,0.464275,7.91163,9.92308,1,
TT_20_0.05_1, 20, 14, 0.058,2.335,0.126,41,10,0.499996,0.5,0.497407,4.07055,4.21429,1,
TT_20_0.05_2, 20, 17, 0.127,3.348,0.254,41,8,0.513355,0.522696,0.404008,3.24688,4.70588,0.412222,
TT_20_0.05_3, 20, 17, 0.411,5.908,0.263,41,12,0.499997,0.5,0.496148,6.64977,7.11765,1,
TT_20_0.05_4, 20, 17, 0.089,4.523,0.456,41,4,0.513363,0.534216,0.303367,5.50369,6.41176,1,
TT_20_0.05_5, 20, 13, 0.092,5.214,0.381,41,6,0.487002,0.5,0.302391,6.87307,8.23077,1,
TT_20_0.05_6, 20, 15, 0.155,3.87,0.244,41,6,0.480059,0.5,0.304178,5.40805,7.86667,0.339274,
TT_20_0.05_7, 20, 17, 0.089,4.063,0.259,41,7,0.481982,0.5,0.29767,4.00064,6.11765,0.386354,
TT_20_0.05_8, 20, 10, 0.096,3.925,0.209,41,8,0.499996,0.5,0.496,9.22815,9.6,1,
TT_20_0.05_9, 20, 16, 0.073,3.122,0.264,41,7,0.464426,0.483245,0.297778,4.13218,6.25,0.463846,
TT_20_0.05_10, 20, 14, 0.192,4.928,0.322,41,8,0.499782,0.5,0.47037,5.443,5.71429,1,
TT_20_0.05_11, 20, 16, 0.078,3.324,0.249,41,6,0.47916,0.5,0.271615,3.90847,6.6875,0.493846,
TT_20_0.05_12, 20, 14, 0.077,3.705,0.309,41,6,0.494836,0.5,0.369837,5.21724,5.92857,1,
