Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_15_0.50_15, 15, 10, 0.09,2.936,1.147,31,8,0.469675,0.473333,0.416667,3.35182,4.2,0.416667,
TT_15_0.50_16, 15, 5, 0.099,2.858,1.126,31,2,0.5,0.5,0.5,2.69342,3.4,0.5,
TT_15_0.50_17, 15, 6, 0.351,4.524,2.118,31,2,0.5,0.5,0.5,2.3811,2.83333,1,
TT_15_0.50_18, 15, 0, 0.252,8.431,8.85726e-312,31,1,0,0,1,0,0,1,
TT_15_0.50_19, 15, 7, 0.144,2.31,0.846,31,6,0.396594,0.404762,0.333333,2.93949,4.28571,0.666667,
TT_20_0.05_0, 20, 13, 0.083,3.35,1.706,41,10,0.5,0.5,0.5,7.91691,9.92308,1,
TT_20_0.05_1, 20, 14, 0.058,2.335,0.982,41,10,0.5,0.5,0.5,4.07058,4.21429,1,
TT_20_0.05_2, 20, 17, 0.127,3.348,1.837,41,13,0.5076,0.50774,0.5,3.21049,4.70588,0.5,
TT_20_0.05_3, 20, 17, 0.411,5.908,2.793,41,12,0.5,0.5,0.5,6.6498,7.11765,1,
TT_20_0.05_4, 20, 17, 0.089,4.523,3.764,41,11,0.514215,0.514706,0.5,5.51282,6.41176,1,
TT_20_0.05_5, 20, 13, 0.092,5.214,2.638,41,10,0.5,0.5,0.5,7.05651,8.23077,1,
TT_20_0.05_6, 20, 15, 0.155,3.87,1.647,41,11,0.5,0.5,0.5,5.6327,7.86667,0.5,
TT_20_0.05_7, 20, 17, 0.089,4.063,2.359,41,9,0.5,0.5,0.5,4.1502,6.11765,0.5,
TT_20_0.05_8, 20, 10, 0.096,3.925,1.016,41,8,0.5,0.5,0.5,9.22822,9.6,1,
TT_20_0.05_9, 20, 16, 0.073,3.122,1.741,41,12,0.479512,0.48125,0.4,4.26641,6.25,0.4,
TT_20_0.05_10, 20, 14, 0.192,4.928,1.837,41,9,0.5,0.5,0.5,5.44538,5.71429,1,
TT_20_0.05_11, 20, 16, 0.078,3.324,1.546,41,11,0.5,0.5,0.5,4.07846,6.6875,0.5,
TT_20_0.05_12, 20, 14, 0.077,3.705,1.838,41,10,0.5,0.5,0.5,5.27168,5.92857,1,
TT_20_0.05_13, 20, 16, 0.283,4.646,1.901,41,11,0.5,0.5,0.5,4.15452,5.4375,0.5,
TT_20_0.05_14, 20, 12, 0.113,4.6,1.355,41,9,0.5,0.5,0.5,6.34423,9.08333,0.5,
TT_20_0.05_15, 20, 14, 0.074,3.073,1.528,41,11,0.5,0.5,0.5,7.84054,8.78571,1,
TT_20_0.05_16, 20, 16, 0.112,5.295,2.312,41,11,0.473744,0.476563,0.375,3.76091,4.875,0.75,
TT_20_0.05_17, 20, 17, 0.064,2.851,1.27,41,12,0.5,0.5,0.5,4.0813,5.29412,1,
TT_20_0.05_18, 20, 17, 0.066,2.851,1.711,41,12,0.454633,0.459559,0.333333,2.89184,4.35294,0.333333,
TT_20_0.05_19, 20, 12, 0.058,2.484,0.987,41,8,0.5,0.5,0.5,4.07711,4.66667,1,
TT_20_0.25_0, 20, 8, 0.109,2.943,0.806,41,6,0.5,0.5,0.5,7.77006,9,1,
TT_20_0.25_1, 20, 10, 0.368,6.164,1.374,41,8,0.5,0.5,0.5,11.6947,16.5,1,
TT_20_0.25_2, 20, 10, 0.221,3.283,0.964,41,6,0.5,0.5,0.5,3.34695,3.5,1,
TT_20_0.25_3, 20, 12, 0.064,2.562,1.078,41,9,0.5,0.5,0.5,6.02065,8.16667,1,
TT_20_0.25_4, 20, 10, 0.4,11.58,2.532,41,6,0.5,0.5,0.5,5.51954,6.8,1,
TT_20_0.25_5, 20, 14, 0.089,3.346,1.507,41,10,0.5,0.5,0.5,4.63457,8,0.5,
TT_20_0.25_6, 20, 13, 0.169,5.798,3.206,41,10,0.479977,0.480443,0.457627,4.70609,6,0.457627,
TT_20_0.25_7, 20, 13, 0.103,5.562,2.962,41,9,0.455338,0.461538,0.333333,4.06961,5.38462,1,
TT_20_0.25_8, 20, 13, 0.067,2.933,1.263,41,8,0.455338,0.461538,0.333333,1.70294,3.92308,0.333333,
TT_20_0.25_9, 20, 10, 0.218,4.753,1.44,41,8,0.462166,0.464286,0.410714,6.87,7.8,1,
TT_20_0.25_10, 20, 11, 0.564,11.333,4.127,41,9,0.55579,0.559553,0.5,11.4216,16.5455,1,
TT_20_0.25_11, 20, 7, 0.07,2.337,0.786,41,2,0.5,0.5,0.5,4.68298,5,1,
TT_20_0.25_12, 20, 16, 0.221,16.938,7.634,41,10,0.5,0.5,0.5,6.50937,8,1,
TT_20_0.25_13, 20, 11, 0.413,13.915,4.286,41,7,0.5,0.5,0.5,4.76444,5.90909,1,
TT_20_0.25_14, 20, 14, 0.104,3.585,1.566,41,10,0.458391,0.464286,0.333333,5.39018,9,1,
TT_20_0.25_15, 20, 14, 0.809,16.752,7.744,41,11,0.454171,0.459184,0.357143,4.87237,7,0.357143,
