Name, n, |M|, distribution
TT_20_0.05_13, 20, 18, -45.098,-30.018,0,-44.867,-43.035,-26.982,-1.362,-61.84,-18.985,-108.99,-85.036,-7.39,-1,-82.946,-83.018,-60.16,-13.91,-18.105,-109.01,-5.248,
TT_20_0.05_14, 20, 16, -55.968,-37.81,0,0,-54.032,-19.604,-3.46,-36.315,-21.008,-89.19,-36.875,-17.228,-3.981,-4.559,-86.05,-21.128,-20.032,-68,-48,-86.76,
TT_20_0.05_15, 20, 16, -2.44,-1,-0.493,-15.944,-28,-0.507,-16.164,-70.128,-4.56,-38.03,-17.028,-65.816,-15.992,-95,-48.619,-85,-52.381,-35.97,-68.056,-18.872,
TT_20_0.05_16, 20, 18, -73.613,-0.52,-35.549,-0.48,-50.088,-2,-2.036,-75.252,-10.955,-1.964,-8.975,-12.07,0,-50.912,-97.86,-21.892,-39.451,-25.108,-74.135,-93.14,
TT_20_0.05_17, 20, 13, 0,-31.528,-56.892,-41,0,-6.464,-13.916,-88.3,-16.048,-85.9,-19.036,-57.252,0,0,-3.536,-85.8,0,-61.856,-29.472,0,
