Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
40-instance-61, 40, 8, 0.003,0.107,0.068,37,5,0.4511,0.5,0.166667,
40-instance-62, 40, 15, 0.008,0.417,0.403,37,10,0,0.333333,0,
40-instance-63, 40, 14, 0.015,0.319,0.195,34,11,0.384278,0.428571,0.208333,
40-instance-64, 40, 14, 0.002,0.036,0.122,35,11,0,0.285714,0,
40-instance-65, 40, 5, 0.004,0.102,0.018,40,5,0.8,0.8,0.8,
50-instance-1, 50, 8, 0.012,0.299,0.045,50,8,0.125,0.125,0.125,
50-instance-2, 50, 19, 0.02,0.614,0.651,42,16,0.157126,0.210526,0.00694444,
50-instance-3, 50, 27, 0.021,0.486,0.772,35,24,0.254863,0.333333,0.0379678,
50-instance-4, 50, 18, 0.022,0.546,0.511,43,8,0,0.166667,0,
50-instance-5, 50, 18, 0.018,0.507,0.413,43,17,0.208682,0.222222,0.167279,
50-instance-6, 50, 8, 0.014,0.41,0.17,46,4,0,0.375,0,
50-instance-7, 50, 13, 0.017,0.8,0.445,45,13,0.230769,0.230769,0.230769,
50-instance-8, 50, 23, 0.019,0.531,0.862,43,20,0.135289,0.217391,0.0227273,
50-instance-9, 50, 21, 0.018,0.547,0.664,36,19,0.45637,0.47619,0.283387,
50-instance-10, 50, 9, 0.008,0.36,0.081,50,9,0.111111,0.111111,0.111111,
50-instance-11, 50, 19, 0.022,0.828,1.174,38,16,0.411447,0.473684,0.105258,
50-instance-12, 50, 19, 0.016,0.449,0.584,41,16,0.347363,0.473684,0.0339506,
50-instance-13, 50, 32, 0.023,0.839,1.697,35,20,0.308625,0.46875,0.037415,
50-instance-14, 50, 11, 0.022,0.398,0.292,45,10,0.252445,0.272727,0.138889,
50-instance-15, 50, 22, 0.017,0.473,0.671,42,7,0,0.272727,0,
50-instance-16, 50, 30, 0.021,0.783,1.713,38,26,0.246342,0.3,0.0579013,
50-instance-17, 50, 20, 0.013,0.363,0.542,38,15,0.401548,0.45,0.151306,
50-instance-18, 50, 13, 0.01,0.274,0.217,42,11,0.440242,0.461538,0.266667,
50-instance-19, 50, 19, 0.015,0.479,0.548,43,11,0.400003,0.473684,0.2,
50-instance-20, 50, 23, 0.021,0.444,0.816,34,19,0.38224,0.391304,0.26989,
50-instance-21, 50, 16, 0.01,0.269,0.217,49,15,0,0.1875,0,
50-instance-22, 50, 9, 0.02,0.706,0.221,47,6,0.209987,0.222222,0.166667,
50-instance-23, 50, 27, 0.024,0.669,1.526,34,19,0.307271,0.37037,0.0803704,
50-instance-24, 50, 29, 0.017,0.411,0.982,33,27,0.225536,0.275862,0.0492901,
50-instance-25, 50, 16, 0.014,0.423,0.289,44,14,0.637436,0.6875,0.288889,
50-instance-26, 50, 11, 0.017,0.47,0.236,44,8,0.221587,0.272727,0.0555556,
50-instance-27, 50, 24, 0.008,0.444,0.565,39,21,0.229064,0.375,0.0340741,
50-instance-28, 50, 15, 0.028,0.894,0.479,45,12,0.226383,0.266667,0.0714286,
50-instance-29, 50, 14, 0.013,0.446,0.348,43,8,0.785384,0.785714,0.75,
50-instance-30, 50, 6, 0.02,0.717,0.129,49,4,0.655185,0.666667,0.5,
50-instance-31, 50, 17, 0.014,0.354,0.286,44,13,0.23454,0.294118,0.0714286,
50-instance-32, 50, 14, 0.019,0.616,0.383,45,13,0.350561,0.428571,0.107143,
50-instance-33, 50, 4, 0.019,0.554,0.129,48,2,0.5,0.5,0.5,
50-instance-34, 50, 17, 0.016,0.705,0.532,42,16,0.171632,0.176471,0.112245,
50-instance-35, 50, 6, 0.018,0.735,0.179,47,4,0.5,0.5,0.5,
50-instance-36, 50, 20, 0.019,0.699,0.573,43,17,0.17238,0.25,0.0291667,
50-instance-37, 50, 23, 0.021,0.695,0.756,39,22,0.219621,0.26087,0.0966858,
50-instance-38, 50, 21, 0.015,0.627,0.948,37,16,0.559406,0.571429,0.414953,
50-instance-39, 50, 24, 0.014,0.363,0.642,37,17,0.417773,0.458333,0.149662,
50-instance-40, 50, 8, 0.003,0.072,0.101,49,2,0.5,0.5,0.5,
50-instance-41, 50, 22, 0.02,0.631,0.761,37,20,0.252239,0.318182,0.0870787,
50-instance-42, 50, 18, 0.026,0.911,0.748,43,11,0.709538,0.722222,0.416667,
50-instance-43, 50, 19, 0.011,0.274,0.396,44,16,0.178977,0.210526,0.0666667,
50-instance-44, 50, 17, 0.023,0.929,1.189,41,16,0.527317,0.529412,0.458,
50-instance-45, 50, 11, 0.013,0.516,0.163,50,11,0.0909091,0.0909091,0.0909091,
50-instance-46, 50, 13, 0.01,0.279,0.227,43,10,0.425557,0.461538,0.177778,
50-instance-47, 50, 13, 0.029,1.064,0.627,45,10,0.216067,0.230769,0.1,
50-instance-48, 50, 35, 0.018,0.45,1.432,31,29,0,0.314286,0,
50-instance-49, 50, 21, 0.014,0.545,0.831,41,9,0,0.380952,0,
50-instance-50, 50, 9, 0.004,0.143,0.086,46,5,0.425506,0.444444,0.333333,
60-instance-1, 60, 17, 0.011,0.163,0.2,54,13,0,0.235294,0,
60-instance-2, 60, 31, 0.025,0.861,1.366,45,27,0.217415,0.290323,0.118257,
60-instance-3, 60, 30, 0.022,0.604,1.551,45,23,0.231193,0.333333,0.0332099,
60-instance-4, 60, 31, 0.035,0.769,1.845,42,27,0,0.354839,0,
60-instance-5, 60, 15, 0.021,0.655,0.561,52,13,0.438765,0.466667,0.17381,
60-instance-6, 60, 42, 0.031,1.108,3.629,34,38,0.315128,0.404762,0.0694788,
60-instance-7, 60, 22, 0.02,0.856,0.934,50,21,0.220239,0.318182,0.035,
60-instance-8, 60, 45, 0.028,0.682,2.213,39,36,0.217698,0.288889,0.091003,
60-instance-9, 60, 25, 0.012,0.449,0.749,50,20,0.203101,0.28,0.0546875,
60-instance-10, 60, 24, 0.026,0.803,1.025,52,21,0.178036,0.208333,0.0408218,
60-instance-11, 60, 32, 0.02,0.67,1.107,43,27,0.234253,0.28125,0.105166,
60-instance-12, 60, 25, 0.026,0.82,1.283,44,20,0.353842,0.4,0.139514,
60-instance-13, 60, 36, 0.027,0.722,1.845,37,30,0.316454,0.388889,0.09845,
60-instance-14, 60, 20, 0.02,0.601,0.598,53,18,0,0.25,0,
60-instance-15, 60, 41, 0.035,1.156,2.933,40,34,0.232981,0.341463,0.0525233,
60-instance-16, 60, 11, 0.02,1.208,0.515,59,10,0.185066,0.272727,0.0416667,
60-instance-17, 60, 23, 0.02,0.681,1.028,49,19,0.330498,0.391304,0.0977633,
60-instance-18, 60, 34, 0.033,1.056,1.476,47,31,0.123868,0.176471,0.0145224,
60-instance-19, 60, 30, 0.016,0.469,0.832,54,24,0,0.266667,0,
60-instance-20, 60, 26, 0.031,0.915,1.276,42,24,0.34149,0.346154,0.274488,
60-instance-21, 60, 32, 0.025,0.96,1.681,40,29,0.256374,0.28125,0.103561,
60-instance-22, 60, 20, 0.016,0.366,0.244,53,7,0,0.55,0,
60-instance-23, 60, 14, 0.03,1.199,0.658,51,10,0.571429,0.571429,0.571429,
60-instance-24, 60, 39, 0.037,0.797,3.013,36,28,0.282034,0.358974,0.0437328,
60-instance-25, 60, 26, 0.033,1.337,1.576,45,23,0.35872,0.423077,0.0894605,
60-instance-26, 60, 28, 0.023,0.572,0.813,48,24,0.152543,0.285714,0.00738095,
60-instance-27, 60, 24, 0.017,0.609,0.92,53,21,0,0.166667,0,
60-instance-28, 60, 27, 0.029,0.87,1.191,44,26,0.211608,0.222222,0.154615,
60-instance-29, 60, 27, 0.036,1.091,2.239,41,19,0.452693,0.481481,0.179341,
60-instance-30, 60, 41, 0.029,0.871,2.424,38,31,0,0.292683,0,
60-instance-31, 60, 35, 0.026,1.118,2.356,42,33,0.146817,0.171429,0.0410638,
60-instance-32, 60, 29, 0.028,0.919,1.496,42,26,0.270711,0.344828,0.0867748,
60-instance-33, 60, 16, 0.025,0.759,0.44,51,11,0.292159,0.3125,0.185185,
60-instance-34, 60, 32, 0.015,0.39,0.676,49,30,0,0.1875,0,
60-instance-35, 60, 20, 0.011,0.386,0.326,48,17,0.561009,0.6,0.262557,
60-instance-36, 60, 35, 0.018,0.947,1.809,43,33,0.178777,0.257143,0.0782573,
60-instance-37, 60, 35, 0.026,0.9,1.552,41,32,0.178381,0.2,0.103452,
60-instance-38, 60, 30, 0.028,0.848,1.434,46,29,0.369567,0.433333,0.211595,
60-instance-39, 60, 31, 0.025,0.67,1.725,44,25,0.254143,0.387097,0.0551595,
60-instance-40, 60, 31, 0.027,1.085,1.802,48,23,0,0.258065,0,
60-instance-41, 60, 23, 0.018,0.571,0.73,47,16,0,0.391304,0,
60-instance-42, 60, 8, 0.005,0.161,0.028,60,8,0.875,0.875,0.875,
60-instance-43, 60, 33, 0.015,0.46,1.132,45,27,0.165879,0.212121,0.0405925,
60-instance-44, 60, 29, 0.034,0.869,1.633,42,25,0.367062,0.413793,0.211365,
60-instance-45, 60, 23, 0.054,1.642,2.16,50,20,0.260506,0.304348,0.0559618,
60-instance-46, 60, 24, 0.03,0.868,1.097,50,20,0,0.25,0,
60-instance-47, 60, 16, 0.011,0.435,0.411,53,12,0.344803,0.375,0.160714,
