Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_20_0.50_35, 20, 11, 0.537,17.822,1037.25,41,1000,0,0.519284,0,0,8.27273,0,
TT_20_0.50_36, 20, 5, 0.352,11.162,676.737,41,1000,0.0014062,0.5,4.583e-14,0.0204345,7.8,9.166e-13,
TT_20_0.50_37, 20, 5, 0.095,5.45,224.183,41,1000,0.00129654,0.5,3.90799e-14,0.0466753,18,1.40687e-12,
TT_20_0.50_38, 20, 7, 0.67,26.835,783.358,41,1000,0,0.571429,0,0,6.14286,0,
TT_20_0.50_39, 20, 9, 0.646,9.705,678.343,41,1000,0.48861,0.502009,0.3334,4.63929,5.572,1,
TT_20_0.50_40, 20, 11, 0.155,9.373,262.962,41,1000,0.0378322,0.693244,1.7256e-14,0.278397,10.1818,3.62377e-13,
TT_20_0.50_41, 20, 13, 1.484,30.577,1128.89,41,1000,0.5941,0.640344,0.191063,6.13076,8.15562,0.784,
TT_20_0.50_42, 20, 7, 0.488,23.376,557.927,41,1000,0,0.5,0,0,5.71429,0,
TT_20_0.50_43, 20, 7, 0.173,4.189,250.576,41,1000,7.69622e-05,0.555556,8.17124e-15,0.00105886,8.14286,1.63425e-13,
TT_20_0.50_44, 20, 13, 1.292,57.176,1317.38,41,1000,0.480267,0.521197,0.194,3.51881,6.23077,0.194,
TT_20_0.50_45, 20, 7, 0.51,7.92,627.871,41,1000,0,0.577551,0,0,4.71429,0,
TT_20_0.50_46, 20, 5, 0.116,4.162,245.266,41,1000,0,0.5,0,0,7.2,0,
TT_20_0.50_47, 20, 7, 0.318,6.563,465.003,41,1000,0,0.571429,0,0,14.2857,0,
TT_20_0.50_48, 20, 7, 1.168,35.114,1690.24,41,1000,0.407455,0.427146,0.235934,12.8128,18.1556,1,
TT_20_0.50_49, 20, 6, 0.361,5.603,465.429,41,1000,0,0.475,0,0,9,0,
TT_25_0.05_0, 25, 20, 0.14,8.765,484.455,51,1000,0,0.5,0,0,8.15,0,
TT_25_0.05_1, 25, 20, 0.253,15.239,718.377,51,1000,0.506641,0.509112,0.4354,7.50617,8.2,1,
TT_25_0.05_2, 25, 20, 0.169,8.322,409.971,51,1000,0,0.5,0,0,9.7,0,
TT_25_0.05_3, 25, 20, 0.697,20.38,775.278,51,1000,0.502421,0.5071,0.4265,5.89372,7.7,1,
TT_25_0.05_4, 25, 21, 0.272,13.43,541.904,51,1000,0,0.52381,0,0,8.85714,0,
TT_25_0.05_5, 25, 17, 0.115,8.058,380.897,51,1000,0,0.5,0,0,6.11765,0,
TT_25_0.05_6, 25, 21, 0.194,12.377,512.646,51,1000,0,0.5,0,0,9.19048,0,
TT_25_0.05_7, 25, 22, 0.688,21.496,1021.31,51,1000,0.512647,0.518625,0.291667,6.4268,8.27273,1,
TT_25_0.05_8, 25, 19, 0.171,11.923,452.673,51,1000,0,0.474868,0,0,7.31579,0,
TT_25_0.05_9, 25, 18, 0.139,10.82,422.272,51,1000,0,0.5,0,0,8.38889,0,
TT_25_0.05_10, 25, 20, 0.931,13.7,773.215,51,1000,0.508204,0.510253,0.421,7.50306,10.4502,1,
TT_25_0.05_11, 25, 22, 0.182,11.053,490.81,51,1000,0,0.5,0,0,5.40909,0,
TT_25_0.05_12, 25, 20, 0.136,8.513,342.076,51,1000,0,0.5,0,0,4.6,0,
TT_25_0.05_13, 25, 17, 0.35,11.823,567.39,51,1000,0.499297,0.500013,0.448333,6.8251,8.52953,1,
TT_25_0.05_14, 25, 21, 0.565,16.044,735.112,51,1000,0.515157,0.527333,0.357,4.75809,6.71429,0.793,
TT_25_0.05_15, 25, 22, 0.534,21.107,872.183,51,1000,0.49757,0.500045,0.394333,5.73091,6.68191,0.976,
TT_25_0.05_16, 25, 21, 1.16,13.87,855.665,51,1000,0.487914,0.5,0.222667,5.0253,9,0.471,
TT_25_0.05_17, 25, 18, 0.103,6.839,309.633,51,1000,0,0.5,0,0,6,0,
TT_25_0.05_18, 25, 21, 0.363,22.392,592.633,51,1000,0.4995,0.522929,0.23225,5.0055,6.28581,0.976,
TT_25_0.05_19, 25, 21, 0.153,10.716,444.63,51,1000,0,0.5,0,0,6.66667,0,
TT_25_0.05_20, 25, 20, 0.12,7.658,432.715,51,1000,0,0.5,0,0,6.45,0,
TT_25_0.05_21, 25, 18, 0.221,10.003,474.977,51,1000,0,0.5,0,0,8.94444,0,
TT_25_0.05_22, 25, 20, 0.15,10.378,491.385,51,1000,0,0.5,0,0,6.45,0,
TT_25_0.05_23, 25, 22, 0.615,17.195,745.091,51,1000,0.51102,0.521371,0.348333,6.01255,7.90909,1,
TT_25_0.05_24, 25, 24, 0.438,17.417,901.359,51,1000,0.499749,0.503308,0.388333,6.64388,8.83333,0.523,
TT_25_0.05_25, 25, 21, 0.121,7.925,342.419,51,1000,0,0.527891,0,0,9.14286,0,
TT_25_0.05_26, 25, 20, 0.167,12.224,610.943,51,1000,0.495049,0.5,0.350333,7.09956,9.1,1,
TT_25_0.05_27, 25, 20, 0.214,18.459,610.051,51,1000,0,0.5,0,0,19.95,0,
TT_25_0.05_28, 25, 21, 0.132,6.454,298.162,51,1000,0,0.5,0,0,6.61905,0,
TT_25_0.05_29, 25, 24, 0.532,24.038,1116.21,51,1000,0.521266,0.532602,0.351167,4.28353,6.04221,0.724,
TT_25_0.05_30, 25, 23, 0.238,17.286,547.867,51,1000,0.324323,0.522124,0.009,3.76921,8.21739,0.081,
TT_25_0.05_31, 25, 20, 0.069,4.806,169.533,51,1000,0,0.5,0,0,4.8,0,
TT_25_0.05_32, 25, 19, 0.119,8.192,319.976,51,1000,0,0.5,0,0,7.21053,0,
TT_25_0.05_33, 25, 21, 0.155,10.93,441.587,51,1000,0,0.496667,0,0,7.38095,0,
TT_25_0.05_34, 25, 23, 0.391,7.823,531.384,51,1000,0.510239,0.514135,0.365,4.85904,6.30435,0.703,
TT_25_0.05_35, 25, 20, 0.217,13.143,470.844,51,1000,0.459598,0.5,0.196,6.15215,9.6,0.392,
TT_25_0.05_36, 25, 19, 0.133,7.255,351.117,51,1000,0,0.5,0,0,7.42105,0,
