Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_25_0.25_18, 25, 12, 0.43,12.573,1754.81,51,1000,0.499927,0.5,0.4895,8.13602,10,1,
TT_25_0.25_19, 25, 17, 1.224,19.952,2553.15,51,1000,0.517602,0.519559,0.475,5.64126,7.94118,0.488,
TT_25_0.25_20, 25, 14, 0.183,7.836,1630.25,51,1000,0.48476,0.485714,0.4237,6.54342,8.5,0.966,
TT_25_0.25_21, 25, 17, 0.156,9.806,2469.5,51,1000,0.504316,0.506647,0.425,5.41066,7.23529,1,
TT_25_0.25_22, 25, 18, 1.779,39.729,3965.4,51,1000,0.53058,0.535046,0.4775,10.333,14.6111,0.966,
TT_25_0.25_23, 25, 13, 0.377,11.724,2055.37,51,1000,0.499916,0.5,0.484,9.4942,9.92308,1,
TT_25_0.25_24, 25, 13, 0.161,7.785,1768.75,51,1000,0.499904,0.5,0.486,10.5414,10.8462,1,
TT_25_0.25_25, 25, 20, 0.917,32.521,2864.17,51,1000,0.614274,0.65359,0.228393,5.30413,6.6,0.896,
TT_25_0.25_26, 25, 15, 1.162,17.087,2704,51,1000,0.520077,0.5221,0.483,13.5491,15.6,1,
TT_25_0.25_27, 25, 13, 0.759,14.681,1915.81,51,1000,0.521378,0.523205,0.482,7.15433,10.6154,1,
TT_25_0.25_28, 25, 20, 1.668,46.882,3577.03,51,1000,0.528896,0.550967,0.206,8.76807,10.5,1,
TT_25_0.25_29, 25, 17, 0.341,33.174,3996.53,51,1000,0.532217,0.537012,0.48,2.79688,3.64706,0.48,
TT_25_0.25_30, 25, 20, 0.827,14.224,2233.65,51,1000,0.576166,0.586789,0.475,7.43318,9.55,0.763,
TT_25_0.25_31, 25, 17, 0.266,15.536,2249.68,51,1000,0.525639,0.529412,0.45,4.87918,7.11765,1,
TT_25_0.25_32, 25, 16, 0.151,9.629,2059.08,51,1000,0.525489,0.527969,0.482,8.83131,9.8125,1,
TT_25_0.25_33, 25, 20, 0.593,30.266,3123.39,51,1000,0.533444,0.555014,0.216,4.08595,4.9,0.784,
TT_25_0.25_34, 25, 14, 0.718,23.256,2118.17,51,1000,0.531338,0.534735,0.47725,8.56428,10.2857,1,
TT_25_0.25_35, 25, 13, 0.982,61.708,3837.41,51,1000,0.50893,0.509642,0.468756,12.7206,22.2308,0.49,
TT_25_0.25_36, 25, 16, 0.403,10.407,1922.49,51,1000,0.499795,0.5,0.475,6.94027,7.625,1,
TT_25_0.25_37, 25, 20, 0.632,15.394,2332.74,51,1000,0.560971,0.571538,0.466,5.06374,6.45,1,
TT_25_0.25_38, 25, 16, 0.434,27.757,2800.3,51,1000,0.474781,0.481656,0.258,7.60293,14.25,0.258,
