Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_20_0.50_34, 20, 9, 0.246,7.143,768.752,41,1000,0.499995,0.5,0.497,8.59051,9.33333,1,
