Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean (rel.), arithmetic mean (rel.), minimum selection probability (rel.), geometric mean (abs.), arithmetic mean (abs.), minimum selection probability (abs.)
TT_20_0.50_34, 20, 9, 0.246,7.143,81.944,41,1000,0.499885,0.5,0.47925,8.58862,9.33333,1,
